PROCESS_DATE,SCID,PORTFOLIO,ESTIMATE_TO_ACTUAL
2019-07-29,TP59,VCEP Moderate Growth Select,Your Prediction
2019-09-04,GI46,Institutional Target Retirement 2050,Your Prediction
2019-07-24,BA68,Target Retirement 2025 Trust,Your Prediction
2019-08-28,BU54,Target Retirement 2035 Trust,Your Prediction
2020-06-25,RA76,Target Retirement 2035,Your Prediction
2019-04-29,BA68,Target Retirement 2025 Trust,Your Prediction
2019-09-27,BU54,Target Retirement 2035 Trust,Your Prediction
2019-03-08,ES45,Target Retirement 2060,Your Prediction
2019-09-04,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2019-04-26,TP59,VCEP Moderate Growth Select,Your Prediction
2019-08-15,OM24,Target Retirement Income,Your Prediction
2019-06-14,ES45,Target Retirement 2060,Your Prediction
2020-06-23,FO91,VCEP Growth Select,Your Prediction
2020-10-15,FF72,VCEP Moderate Growth,Your Prediction
2020-06-23,RV91,Target Retirement Income Trust,Your Prediction
2019-04-01,ZM95,VCEP Total US Stock Select,Your Prediction
2020-05-06,CF14,LifeStrategy Conservative Growth,Your Prediction
2019-03-21,UX52,VCEP Total Equity Select,Your Prediction
2020-01-21,RK97,VCEP Growth,Your Prediction
2019-06-06,EZ71,Target Retirement 2015,Your Prediction
2019-05-16,PK73,Target Retirement 2045,Your Prediction
2020-09-22,NL73,STAR,Your Prediction
2019-02-11,FO91,VCEP Growth Select,Your Prediction
2020-09-29,GH33,Institutional Target Retirement 2030,Your Prediction
2019-02-26,LF34,VCEP Income Pool Standard,Your Prediction
2019-08-14,ID15,VCEP Income Pool Select,Your Prediction
2020-01-30,VX99,VCEP Pacific Stock Select,Your Prediction
2019-05-30,PJ33,Target Retirement 2015 Trust,Your Prediction
2020-01-29,GR73,Target Retirement 2065 Trust,Your Prediction
2019-11-21,JI82,Target Retirement 2040 Trust,Your Prediction
2020-06-15,CX21,VCEP Money Market,Your Prediction
2020-06-12,GL58,Institutional Target Retirement 2055,Your Prediction
2020-09-01,JS33,VCEP Balanced Pool Standard,Your Prediction
2019-09-06,VG84,Target Retirement 2025,Your Prediction
2019-12-12,PJ33,Target Retirement 2015 Trust,Your Prediction
2019-06-18,JI82,Target Retirement 2040 Trust,Your Prediction
2019-03-29,MI13,VCEP Money Market Select,Your Prediction
2019-03-15,GH33,Institutional Target Retirement 2030,Your Prediction
2019-01-17,KN63,VCEP ESG U.S. Stock Pool,Your Prediction
2020-07-10,GP68,VCEP Emerging Markets Stock,Your Prediction
2020-01-17,FF72,VCEP Moderate Growth,Your Prediction
2020-09-02,OW53,VCEP Total International Stock,Your Prediction
2020-06-17,BZ66,VCEP Conservative Growth Select,Your Prediction
2020-05-18,FF72,VCEP Moderate Growth,Your Prediction
2019-11-22,PJ33,Target Retirement 2015 Trust,Your Prediction
2019-10-30,JS33,VCEP Balanced Pool Standard,Your Prediction
2019-09-23,GH33,Institutional Target Retirement 2030,Your Prediction
2019-11-07,KN63,VCEP ESG U.S. Stock Pool,Your Prediction
2020-03-27,UX52,VCEP Total Equity Select,Your Prediction
2020-01-15,FF72,VCEP Moderate Growth,Your Prediction
2020-04-22,VX99,VCEP Pacific Stock Select,Your Prediction
2019-07-10,MK83,VCEP Total Bond Select,Your Prediction
2019-09-17,EZ71,Target Retirement 2015,Your Prediction
2020-09-25,OW53,VCEP Total International Stock,Your Prediction
2020-08-14,BU54,Target Retirement 2035 Trust,Your Prediction
2020-05-04,GF52,Institutional Target Retirement 2020,Your Prediction
2020-01-07,RP13,VVIF - Conservative Allocation,Your Prediction
2020-02-18,PK73,Target Retirement 2045,Your Prediction
2019-06-04,GO58,Institutional Target Retirement 2065,Your Prediction
2020-05-12,KC47,VCEP Wellington Pool Standard,Your Prediction
2020-03-13,IW95,VCEP Pacific Stock,Your Prediction
2019-02-27,OW53,VCEP Total International Stock,Your Prediction
2020-06-30,DR43,LifeStrategy Income,Your Prediction
2020-06-22,BU54,Target Retirement 2035 Trust,Your Prediction
2019-07-09,RV91,Target Retirement Income Trust,Your Prediction
2020-03-04,GL58,Institutional Target Retirement 2055,Your Prediction
2020-07-30,MS84,VCEP ESG International Stock Pool Select,Your Prediction
2020-09-22,IS98,VVIF - Total Stock Market Index,Your Prediction
2020-01-29,VD43,Target Retirement 2055 Trust,Your Prediction
2020-03-09,ZL62,VCEP Total International Stock Select,Your Prediction
2020-05-21,AZ74,VCEP Total International Bond Pool Standard,Your Prediction
2019-08-06,GP68,VCEP Emerging Markets Stock,Your Prediction
2020-06-03,AZ74,VCEP Total International Bond Pool Standard,Your Prediction
2020-06-19,AZ74,VCEP Total International Bond Pool Standard,Your Prediction
2019-07-11,IW95,VCEP Pacific Stock,Your Prediction
2019-10-16,VG84,Target Retirement 2025,Your Prediction
2019-02-27,GH33,Institutional Target Retirement 2030,Your Prediction
2019-10-01,ZS87,Target Retirement 2055,Your Prediction
2020-10-15,WJ68,LifeStrategy Moderate Growth,Your Prediction
2020-09-11,GT42,Diversified Equity,Your Prediction
2019-10-23,LF34,VCEP Income Pool Standard,Your Prediction
2020-08-26,MS87,VCEP ESG U.S. Stock Pool Select,Your Prediction
2020-09-30,OK18,VCEP Short-Term Bond,Your Prediction
2020-07-01,VD43,Target Retirement 2055 Trust,Your Prediction
2019-09-06,DR43,LifeStrategy Income,Your Prediction
2020-01-06,ID15,VCEP Income Pool Select,Your Prediction
2019-02-15,GF79,Institutional Target Retirement 2025,Your Prediction
2019-09-16,LB27,Managed Payout,Your Prediction
2019-05-21,CE55,VCEP Emerging Markets Stock Select,Your Prediction
2019-11-06,RP13,VVIF - Conservative Allocation,Your Prediction
2019-06-03,KN63,VCEP ESG U.S. Stock Pool,Your Prediction
2019-08-02,GV13,Target Retirement 2020 Trust,Your Prediction
2020-05-07,NR67,VCEP Conservative Growth,Your Prediction
2019-07-18,GP48,Institutional Target Retirement Income,Your Prediction
2019-07-26,MS87,VCEP ESG U.S. Stock Pool Select,Your Prediction
2020-06-18,WO29,VCEP ESG Global Stock Pool Standard,Your Prediction
2019-08-28,RA76,Target Retirement 2035,Your Prediction
2020-06-29,ZD97,VCEP Total International Bond Pool Select,Your Prediction
2020-02-12,CF14,LifeStrategy Conservative Growth,Your Prediction
2019-06-27,GQ39,Target Retirement 2065,Your Prediction
2020-10-02,ZD97,VCEP Total International Bond Pool Select,Your Prediction
2020-09-08,KD51,VVIF - Total International Stock Market Index,Your Prediction
2019-11-15,JS33,VCEP Balanced Pool Standard,Your Prediction
2019-04-30,KN63,VCEP ESG U.S. Stock Pool,Your Prediction
2019-05-30,NR67,VCEP Conservative Growth,Your Prediction
2020-01-09,PJ82,Target Retirement 2030 Trust,Your Prediction
2020-06-05,IS98,VVIF - Total Stock Market Index,Your Prediction
2020-01-15,ZM95,VCEP Total US Stock Select,Your Prediction
2019-08-21,NQ34,VCEP ESG International Stock Pool Standard,Your Prediction
2020-04-24,BJ34,Target Retirement 2045 Trust,Your Prediction
2020-05-14,MS87,VCEP ESG U.S. Stock Pool Select,Your Prediction
2019-11-12,KC47,VCEP Wellington Pool Standard,Your Prediction
2019-02-05,HB83,VCEP Total US Stock,Your Prediction
2020-06-05,CF14,LifeStrategy Conservative Growth,Your Prediction
2020-10-09,ZL62,VCEP Total International Stock Select,Your Prediction
2020-07-09,DR43,LifeStrategy Income,Your Prediction
2020-10-15,LF34,VCEP Income Pool Standard,Your Prediction
2020-01-06,JS33,VCEP Balanced Pool Standard,Your Prediction
2020-07-02,GD89,Institutional Target Retirement 2015,Your Prediction
2020-08-20,NL73,STAR,Your Prediction
2020-03-04,CX21,VCEP Money Market,Your Prediction
2019-06-25,GO58,Institutional Target Retirement 2065,Your Prediction
2019-08-12,DR43,LifeStrategy Income,Your Prediction
2020-08-17,WO29,VCEP ESG Global Stock Pool Standard,Your Prediction
2019-11-13,UX52,VCEP Total Equity Select,Your Prediction
2020-01-23,BA68,Target Retirement 2025 Trust,Your Prediction
2020-05-12,GX91,Target Retirement 2060 Trust,Your Prediction
2019-02-15,SC81,Target Retirement 2030,Your Prediction
2019-01-29,WQ15,LifeStrategy Growth,Your Prediction
2020-10-08,GF52,Institutional Target Retirement 2020,Your Prediction
2020-06-22,FO91,VCEP Growth Select,Your Prediction
2020-03-30,GF79,Institutional Target Retirement 2025,Your Prediction
2020-07-28,ES45,Target Retirement 2060,Your Prediction
2020-05-20,BA68,Target Retirement 2025 Trust,Your Prediction
2020-06-16,IQ22,VCEP European Stock,Your Prediction
2020-06-15,GV13,Target Retirement 2020 Trust,Your Prediction
2019-06-13,RV91,Target Retirement Income Trust,Your Prediction
2020-08-17,GF79,Institutional Target Retirement 2025,Your Prediction
2020-04-21,GP68,VCEP Emerging Markets Stock,Your Prediction
2020-03-06,EZ71,Target Retirement 2015,Your Prediction
2020-06-26,OW53,VCEP Total International Stock,Your Prediction
2019-03-12,MK83,VCEP Total Bond Select,Your Prediction
2020-02-27,GL58,Institutional Target Retirement 2055,Your Prediction
2019-02-19,RK97,VCEP Growth,Your Prediction
2019-11-07,AY24,VCEP Short-Term Bond Select,Your Prediction
2019-10-30,CF14,LifeStrategy Conservative Growth,Your Prediction
2019-10-28,CF14,LifeStrategy Conservative Growth,Your Prediction
2020-08-31,BU54,Target Retirement 2035 Trust,Your Prediction
2019-04-02,CX21,VCEP Money Market,Your Prediction
2019-12-04,CE55,VCEP Emerging Markets Stock Select,Your Prediction
2019-10-22,RA76,Target Retirement 2035,Your Prediction
2019-04-23,GL58,Institutional Target Retirement 2055,Your Prediction
2019-12-17,GP68,VCEP Emerging Markets Stock,Your Prediction
2020-03-04,CF48,Target Retirement 2050,Your Prediction
2019-11-04,RK97,VCEP Growth,Your Prediction
2019-02-06,RA76,Target Retirement 2035,Your Prediction
2020-03-17,GH33,Institutional Target Retirement 2030,Your Prediction
2020-03-05,RA76,Target Retirement 2035,Your Prediction
2019-04-11,GX91,Target Retirement 2060 Trust,Your Prediction
2019-10-16,OM24,Target Retirement Income,Your Prediction
2019-09-30,PJ33,Target Retirement 2015 Trust,Your Prediction
2019-03-06,GQ39,Target Retirement 2065,Your Prediction
2020-07-16,NL73,STAR,Your Prediction
2020-07-29,BX99,VCEP European Stock Select,Your Prediction
2019-02-26,ID15,VCEP Income Pool Select,Your Prediction
2019-05-13,ZS87,Target Retirement 2055,Your Prediction
2020-01-17,TP59,VCEP Moderate Growth Select,Your Prediction
2019-07-23,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2020-01-30,WJ68,LifeStrategy Moderate Growth,Your Prediction
2019-06-10,JS33,VCEP Balanced Pool Standard,Your Prediction
2019-10-04,VX99,VCEP Pacific Stock Select,Your Prediction
2019-05-30,GO52,Institutional Target Retirement 2060,Your Prediction
2019-12-19,VX99,VCEP Pacific Stock Select,Your Prediction
2020-08-12,BZ66,VCEP Conservative Growth Select,Your Prediction
2020-08-05,DT81,Target Retirement 2040,Your Prediction
2019-05-30,FF72,VCEP Moderate Growth,Your Prediction
2020-10-02,ES45,Target Retirement 2060,Your Prediction
2020-09-09,SC81,Target Retirement 2030,Your Prediction
2020-04-08,OM24,Target Retirement Income,Your Prediction
2020-01-02,ZS87,Target Retirement 2055,Your Prediction
2019-11-13,RA76,Target Retirement 2035,Your Prediction
2019-05-08,WQ15,LifeStrategy Growth,Your Prediction
2019-03-05,CF48,Target Retirement 2050,Your Prediction
2019-02-21,GI25,Institutional Target Retirement 2045,Your Prediction
2020-09-24,CF48,Target Retirement 2050,Your Prediction
2019-08-09,TN68,VCEP Total Bond,Your Prediction
2020-04-03,NL73,STAR,Your Prediction
2019-03-22,ZL62,VCEP Total International Stock Select,Your Prediction
2020-03-17,TN68,VCEP Total Bond,Your Prediction
2020-10-13,LF34,VCEP Income Pool Standard,Your Prediction
2019-12-05,MK83,VCEP Total Bond Select,Your Prediction
2019-10-23,GH86,Institutional Target Retirement 2040,Your Prediction
2020-03-18,CF14,LifeStrategy Conservative Growth,Your Prediction
2020-03-12,RV91,Target Retirement Income Trust,Your Prediction
2020-05-05,BJ34,Target Retirement 2045 Trust,Your Prediction
2019-07-05,GT42,Diversified Equity,Your Prediction
2019-12-26,GO58,Institutional Target Retirement 2065,Your Prediction
2020-07-01,RK97,VCEP Growth,Your Prediction
2019-08-20,KC47,VCEP Wellington Pool Standard,Your Prediction
2020-04-06,FF72,VCEP Moderate Growth,Your Prediction
2019-07-25,ZM95,VCEP Total US Stock Select,Your Prediction
2019-11-19,CF48,Target Retirement 2050,Your Prediction
2019-10-11,KD51,VVIF - Total International Stock Market Index,Your Prediction
2020-04-08,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2020-09-03,IQ22,VCEP European Stock,Your Prediction
2019-06-20,HB83,VCEP Total US Stock,Your Prediction
2020-03-06,KC47,VCEP Wellington Pool Standard,Your Prediction
2019-09-03,GF79,Institutional Target Retirement 2025,Your Prediction
2019-04-05,IQ22,VCEP European Stock,Your Prediction
2020-05-27,NL73,STAR,Your Prediction
2020-05-05,RA76,Target Retirement 2035,Your Prediction
2019-12-05,KD51,VVIF - Total International Stock Market Index,Your Prediction
2020-09-03,CF48,Target Retirement 2050,Your Prediction
2019-12-18,GX91,Target Retirement 2060 Trust,Your Prediction
2019-11-21,RV91,Target Retirement Income Trust,Your Prediction
2020-08-06,VD43,Target Retirement 2055 Trust,Your Prediction
2019-02-25,TN68,VCEP Total Bond,Your Prediction
2019-07-24,NR67,VCEP Conservative Growth,Your Prediction
2019-09-25,UX52,VCEP Total Equity Select,Your Prediction
2020-08-21,TP59,VCEP Moderate Growth Select,Your Prediction
2020-01-22,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2020-02-10,RA76,Target Retirement 2035,Your Prediction
2020-01-08,VX99,VCEP Pacific Stock Select,Your Prediction
2019-12-18,NR67,VCEP Conservative Growth,Your Prediction
2019-05-06,GO58,Institutional Target Retirement 2065,Your Prediction
2019-04-02,GQ39,Target Retirement 2065,Your Prediction
2019-12-19,VG84,Target Retirement 2025,Your Prediction
2020-07-16,GT42,Diversified Equity,Your Prediction
2020-03-27,CX21,VCEP Money Market,Your Prediction
2020-03-19,GD89,Institutional Target Retirement 2015,Your Prediction
2020-09-04,HB83,VCEP Total US Stock,Your Prediction
2019-03-22,GL58,Institutional Target Retirement 2055,Your Prediction
2020-07-29,ES45,Target Retirement 2060,Your Prediction
2020-02-25,XQ97,VVIF - Global Bond Index Portfolio,Your Prediction
2020-08-10,ZL62,VCEP Total International Stock Select,Your Prediction
2020-01-29,ZM95,VCEP Total US Stock Select,Your Prediction
2020-04-29,GR73,Target Retirement 2065 Trust,Your Prediction
2019-04-03,BJ34,Target Retirement 2045 Trust,Your Prediction
2019-06-10,GF52,Institutional Target Retirement 2020,Your Prediction
2020-08-24,TP59,VCEP Moderate Growth Select,Your Prediction
2019-10-02,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2020-03-17,KN63,VCEP ESG U.S. Stock Pool,Your Prediction
2019-03-12,EE12,VCEP Balanced Pool Select,Your Prediction
2020-01-28,AY24,VCEP Short-Term Bond Select,Your Prediction
2019-12-10,GI46,Institutional Target Retirement 2050,Your Prediction
2020-03-06,LS11,VCEP Total Equity,Your Prediction
2019-07-01,BU54,Target Retirement 2035 Trust,Your Prediction
2019-11-29,CF14,LifeStrategy Conservative Growth,Your Prediction
2020-01-16,WQ15,LifeStrategy Growth,Your Prediction
2019-08-08,GF52,Institutional Target Retirement 2020,Your Prediction
2019-05-10,NR67,VCEP Conservative Growth,Your Prediction
2020-02-05,FO91,VCEP Growth Select,Your Prediction
2019-03-04,AY24,VCEP Short-Term Bond Select,Your Prediction
2020-03-19,XQ97,VVIF - Global Bond Index Portfolio,Your Prediction
2020-01-14,RV91,Target Retirement Income Trust,Your Prediction
2020-02-12,GT42,Diversified Equity,Your Prediction
2019-03-04,GD89,Institutional Target Retirement 2015,Your Prediction
2020-01-02,RV91,Target Retirement Income Trust,Your Prediction
2019-10-16,CF48,Target Retirement 2050,Your Prediction
2019-05-30,GO58,Institutional Target Retirement 2065,Your Prediction
2019-08-13,RV91,Target Retirement Income Trust,Your Prediction
2020-02-04,GT42,Diversified Equity,Your Prediction
2020-04-27,AY24,VCEP Short-Term Bond Select,Your Prediction
2020-06-25,FF72,VCEP Moderate Growth,Your Prediction
2019-12-18,DT81,Target Retirement 2040,Your Prediction
2020-01-10,KD51,VVIF - Total International Stock Market Index,Your Prediction
2020-02-20,NQ34,VCEP ESG International Stock Pool Standard,Your Prediction
2020-06-01,BU54,Target Retirement 2035 Trust,Your Prediction
2020-04-27,OK18,VCEP Short-Term Bond,Your Prediction
2019-10-29,RV91,Target Retirement Income Trust,Your Prediction
2020-08-12,OW53,VCEP Total International Stock,Your Prediction
2019-08-06,AR74,Target Retirement 2020,Your Prediction
2020-04-30,GO58,Institutional Target Retirement 2065,Your Prediction
2019-12-30,GO58,Institutional Target Retirement 2065,Your Prediction
2020-07-02,GO52,Institutional Target Retirement 2060,Your Prediction
2019-04-11,GO52,Institutional Target Retirement 2060,Your Prediction
2020-09-08,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2019-12-17,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2020-08-19,ZS87,Target Retirement 2055,Your Prediction
2019-08-15,GO52,Institutional Target Retirement 2060,Your Prediction
2020-04-06,GR73,Target Retirement 2065 Trust,Your Prediction
2020-08-11,KD51,VVIF - Total International Stock Market Index,Your Prediction
2019-09-11,MI13,VCEP Money Market Select,Your Prediction
2019-12-10,NL73,STAR,Your Prediction
2020-01-07,GV13,Target Retirement 2020 Trust,Your Prediction
2019-10-18,LS11,VCEP Total Equity,Your Prediction
2020-08-21,FO91,VCEP Growth Select,Your Prediction
2019-08-30,IQ22,VCEP European Stock,Your Prediction
2019-09-09,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2020-01-16,GQ39,Target Retirement 2065,Your Prediction
2019-12-03,OM24,Target Retirement Income,Your Prediction
2019-02-04,TN68,VCEP Total Bond,Your Prediction
2019-06-10,WO29,VCEP ESG Global Stock Pool Standard,Your Prediction
2019-12-05,DR43,LifeStrategy Income,Your Prediction
2019-07-30,BU54,Target Retirement 2035 Trust,Your Prediction
2020-02-19,GH33,Institutional Target Retirement 2030,Your Prediction
2019-03-27,LS11,VCEP Total Equity,Your Prediction
2019-06-12,VG84,Target Retirement 2025,Your Prediction
2019-08-20,GF52,Institutional Target Retirement 2020,Your Prediction
