,PROCESS_DATE,SCID,PORTFOLIO,ESTIMATE_TO_ACTUAL
8193,2020-01-29,LB27,Managed Payout,0
8194,2019-08-21,NL73,STAR,0
8195,2019-05-15,CX21,VCEP Money Market,0
8196,2019-11-06,BZ66,VCEP Conservative Growth Select,0
8197,2020-09-18,NQ34,VCEP ESG International Stock Pool Standard,0
8198,2020-09-21,BA68,Target Retirement 2025 Trust,0
8199,2019-08-12,OK18,VCEP Short-Term Bond,0
8200,2019-07-30,UH89,VCEP Wellington Pool Select,0
8201,2019-12-06,SC81,Target Retirement 2030,0
8202,2019-10-21,RV91,Target Retirement Income Trust,0
8203,2020-06-02,GP48,Institutional Target Retirement Income,0
8204,2019-11-06,FF72,VCEP Moderate Growth,0
8205,2020-06-19,CF48,Target Retirement 2050,0
8206,2019-08-14,AY24,VCEP Short-Term Bond Select,0
8207,2019-11-01,KN63,VCEP ESG U.S. Stock Pool,0
8208,2019-07-19,ZL62,VCEP Total International Stock Select,0
8209,2020-03-11,GD89,Institutional Target Retirement 2015,0
8210,2020-08-03,GI25,Institutional Target Retirement 2045,0
8211,2019-11-01,UX52,VCEP Total Equity Select,0
8212,2020-04-28,IW95,VCEP Pacific Stock,0
8213,2019-01-23,ZZ55,Target Retirement 2050 Trust,0
8214,2019-10-09,WO29,VCEP ESG Global Stock Pool Standard,0
8215,2020-06-05,TP59,VCEP Moderate Growth Select,0
8216,2020-09-30,CF48,Target Retirement 2050,0
8217,2020-03-27,DT81,Target Retirement 2040,0
8218,2019-11-07,BJ34,Target Retirement 2045 Trust,0
8219,2019-03-12,VD43,Target Retirement 2055 Trust,0
8220,2019-07-01,LF34,VCEP Income Pool Standard,0
8221,2020-07-17,LF34,VCEP Income Pool Standard,0
8222,2020-05-08,ZL62,VCEP Total International Stock Select,0
8223,2020-09-08,JS33,VCEP Balanced Pool Standard,0
8224,2019-12-24,RK97,VCEP Growth,0
8225,2020-08-18,BZ66,VCEP Conservative Growth Select,0
8226,2020-02-21,GH86,Institutional Target Retirement 2040,0
8227,2019-02-21,PK73,Target Retirement 2045,0
8228,2019-04-17,ID15,VCEP Income Pool Select,0
8229,2019-10-24,RV91,Target Retirement Income Trust,0
8230,2020-09-23,KN63,VCEP ESG U.S. Stock Pool,0
8231,2019-07-16,VD43,Target Retirement 2055 Trust,0
8232,2019-08-26,IQ22,VCEP European Stock,0
8233,2020-02-12,DT81,Target Retirement 2040,0
8234,2019-11-22,ZL62,VCEP Total International Stock Select,0
8235,2020-02-18,MK83,VCEP Total Bond Select,0
8236,2019-11-14,GF79,Institutional Target Retirement 2025,0
8237,2019-07-26,RA76,Target Retirement 2035,0
8238,2020-07-24,AR74,Target Retirement 2020,0
8239,2020-08-25,RA76,Target Retirement 2035,0
8240,2019-03-11,NL73,STAR,0
8241,2020-03-02,GV13,Target Retirement 2020 Trust,0
8242,2019-10-30,KD51,VVIF - Total International Stock Market Index,0
8243,2020-09-18,LF34,VCEP Income Pool Standard,0
8244,2019-10-28,WO29,VCEP ESG Global Stock Pool Standard,0
8245,2019-03-04,MS87,VCEP ESG U.S. Stock Pool Select,0
8246,2020-04-01,BX99,VCEP European Stock Select,0
8247,2019-09-11,MS87,VCEP ESG U.S. Stock Pool Select,0
8248,2019-12-05,CF48,Target Retirement 2050,0
8249,2019-11-29,OR28,VCEP ESG Global Stock Pool Select,0
8250,2019-08-15,HB83,VCEP Total US Stock,0
8251,2020-03-18,WJ68,LifeStrategy Moderate Growth,0
8252,2019-07-12,LF34,VCEP Income Pool Standard,0
8253,2019-05-17,ZL62,VCEP Total International Stock Select,0
8254,2020-08-12,GO58,Institutional Target Retirement 2065,0
8255,2019-04-18,BX99,VCEP European Stock Select,0
8256,2019-03-29,GH86,Institutional Target Retirement 2040,0
8257,2020-04-28,ZZ55,Target Retirement 2050 Trust,0
8258,2020-02-28,VX99,VCEP Pacific Stock Select,0
8259,2020-03-09,RA76,Target Retirement 2035,0
8260,2020-04-21,ID15,VCEP Income Pool Select,0
8261,2020-06-09,DT81,Target Retirement 2040,0
8262,2019-07-29,GR73,Target Retirement 2065 Trust,0
8263,2020-05-22,BU54,Target Retirement 2035 Trust,0
8264,2020-08-05,JI82,Target Retirement 2040 Trust,0
8265,2019-08-22,EZ71,Target Retirement 2015,0
8266,2020-04-24,IS98,VVIF - Total Stock Market Index,0
8267,2019-04-09,GO52,Institutional Target Retirement 2060,0
8268,2019-08-23,GH86,Institutional Target Retirement 2040,0
8269,2020-06-09,LF34,VCEP Income Pool Standard,0
8270,2019-08-09,UH89,VCEP Wellington Pool Select,0
8271,2020-08-14,XQ97,VVIF - Global Bond Index Portfolio,0
8272,2020-08-28,ID15,VCEP Income Pool Select,0
8273,2020-03-30,ZS87,Target Retirement 2055,0
8274,2019-10-23,LS11,VCEP Total Equity,0
8275,2019-07-22,KC47,VCEP Wellington Pool Standard,0
8276,2019-05-17,EZ71,Target Retirement 2015,0
8277,2019-09-23,VG84,Target Retirement 2025,0
8278,2019-12-10,ZM95,VCEP Total US Stock Select,0
8279,2020-08-03,GH72,Institutional Target Retirement 2035,0
8280,2020-05-29,NL73,STAR,0
8281,2020-05-06,ZD97,VCEP Total International Bond Pool Select,0
8282,2019-09-19,ES45,Target Retirement 2060,0
8283,2020-02-26,KD51,VVIF - Total International Stock Market Index,0
8284,2020-08-19,AR74,Target Retirement 2020,0
8285,2019-03-06,GF79,Institutional Target Retirement 2025,0
8286,2019-11-05,FO91,VCEP Growth Select,0
8287,2019-04-18,GP48,Institutional Target Retirement Income,0
8288,2019-08-01,FO91,VCEP Growth Select,0
8289,2019-03-13,LF34,VCEP Income Pool Standard,0
8290,2019-11-21,GP48,Institutional Target Retirement Income,0
8291,2019-11-13,RK97,VCEP Growth,0
8292,2019-01-24,GO58,Institutional Target Retirement 2065,0
8293,2019-11-19,DR43,LifeStrategy Income,0
8294,2019-11-15,GX91,Target Retirement 2060 Trust,0
8295,2020-07-27,TN68,VCEP Total Bond,0
8296,2020-02-24,PK73,Target Retirement 2045,0
8297,2019-04-22,GI46,Institutional Target Retirement 2050,0
8298,2020-05-22,OR28,VCEP ESG Global Stock Pool Select,0
8299,2020-09-30,RA76,Target Retirement 2035,0
8300,2020-06-19,JI82,Target Retirement 2040 Trust,0
8301,2020-02-19,CE55,VCEP Emerging Markets Stock Select,0
8302,2020-07-15,RV91,Target Retirement Income Trust,0
8303,2019-10-07,XQ97,VVIF - Global Bond Index Portfolio,0
8304,2019-11-01,PK73,Target Retirement 2045,0
8305,2019-09-12,GH72,Institutional Target Retirement 2035,0
8306,2020-05-14,KN63,VCEP ESG U.S. Stock Pool,0
8307,2020-03-03,GI25,Institutional Target Retirement 2045,0
8308,2019-10-22,XQ97,VVIF - Global Bond Index Portfolio,0
8309,2020-03-23,GT42,Diversified Equity,0
8310,2019-05-22,TN68,VCEP Total Bond,0
8311,2020-06-30,WJ68,LifeStrategy Moderate Growth,0
8312,2020-09-14,ES45,Target Retirement 2060,0
8313,2019-11-05,GH86,Institutional Target Retirement 2040,0
8314,2019-05-14,AY24,VCEP Short-Term Bond Select,0
8315,2019-09-16,GR73,Target Retirement 2065 Trust,0
8316,2020-04-27,IS98,VVIF - Total Stock Market Index,0
8317,2020-06-17,RV91,Target Retirement Income Trust,0
8318,2019-03-18,KN63,VCEP ESG U.S. Stock Pool,0
8319,2019-07-02,MI13,VCEP Money Market Select,0
8320,2020-01-08,NQ34,VCEP ESG International Stock Pool Standard,0
8321,2019-11-13,BZ66,VCEP Conservative Growth Select,0
8322,2020-06-03,NR67,VCEP Conservative Growth,0
8323,2020-01-17,GF52,Institutional Target Retirement 2020,0
8324,2019-04-16,GH33,Institutional Target Retirement 2030,0
8325,2020-06-15,OW53,VCEP Total International Stock,0
8326,2019-05-17,AY24,VCEP Short-Term Bond Select,0
8327,2020-07-09,RV91,Target Retirement Income Trust,0
8328,2019-05-21,IQ22,VCEP European Stock,0
8329,2019-11-21,UH89,VCEP Wellington Pool Select,0
8330,2020-06-03,EZ71,Target Retirement 2015,0
8331,2019-07-30,GO52,Institutional Target Retirement 2060,0
8332,2020-07-31,GH33,Institutional Target Retirement 2030,0
8333,2019-01-25,GD89,Institutional Target Retirement 2015,0
8334,2020-03-18,GH72,Institutional Target Retirement 2035,0
8335,2019-06-28,PJ82,Target Retirement 2030 Trust,0
8336,2019-12-30,GO52,Institutional Target Retirement 2060,0
8337,2020-09-21,GP68,VCEP Emerging Markets Stock,0
8338,2019-02-20,JI82,Target Retirement 2040 Trust,0
8339,2019-04-30,AR74,Target Retirement 2020,0
8340,2019-02-01,GP48,Institutional Target Retirement Income,0
8341,2020-04-20,GH72,Institutional Target Retirement 2035,0
8342,2020-06-25,HB83,VCEP Total US Stock,0
8343,2019-08-22,WQ15,LifeStrategy Growth,0
8344,2020-02-07,GP68,VCEP Emerging Markets Stock,0
8345,2019-06-03,EZ71,Target Retirement 2015,0
8346,2020-05-15,ID15,VCEP Income Pool Select,0
8347,2019-03-05,FF72,VCEP Moderate Growth,0
8348,2020-05-05,PJ82,Target Retirement 2030 Trust,0
8349,2019-09-19,AR74,Target Retirement 2020,0
8350,2020-06-23,GI46,Institutional Target Retirement 2050,0
8351,2020-04-22,KN63,VCEP ESG U.S. Stock Pool,0
8352,2020-01-28,VG84,Target Retirement 2025,0
8353,2020-09-15,CF14,LifeStrategy Conservative Growth,0
8354,2019-07-16,WJ68,LifeStrategy Moderate Growth,0
8355,2019-05-10,GI25,Institutional Target Retirement 2045,0
8356,2019-05-30,GP68,VCEP Emerging Markets Stock,0
8357,2019-05-28,AZ74,VCEP Total International Bond Pool Standard,0
8358,2019-08-27,GL58,Institutional Target Retirement 2055,0
8359,2019-10-28,RV91,Target Retirement Income Trust,0
8360,2019-02-04,MS87,VCEP ESG U.S. Stock Pool Select,0
8361,2020-09-18,GP68,VCEP Emerging Markets Stock,0
8362,2020-09-01,ZM95,VCEP Total US Stock Select,0
8363,2020-01-27,IW95,VCEP Pacific Stock,0
8364,2020-03-06,OM24,Target Retirement Income,0
8365,2019-10-30,ZZ55,Target Retirement 2050 Trust,0
8366,2020-08-17,GR73,Target Retirement 2065 Trust,0
8367,2019-05-22,TP59,VCEP Moderate Growth Select,0
8368,2020-01-27,EZ71,Target Retirement 2015,0
8369,2019-03-07,GT42,Diversified Equity,0
8370,2019-02-22,GR73,Target Retirement 2065 Trust,0
8371,2019-09-06,EZ71,Target Retirement 2015,0
8372,2020-04-29,OK18,VCEP Short-Term Bond,0
8373,2020-06-17,XC71,VVIF - Moderate Allocation Portfolio,0
8374,2019-01-23,KC47,VCEP Wellington Pool Standard,0
8375,2020-07-23,OW53,VCEP Total International Stock,0
8376,2020-09-24,GQ39,Target Retirement 2065,0
8377,2020-01-28,XC71,VVIF - Moderate Allocation Portfolio,0
8378,2020-03-31,GI46,Institutional Target Retirement 2050,0
8379,2020-07-21,NQ34,VCEP ESG International Stock Pool Standard,0
8380,2020-03-10,OW53,VCEP Total International Stock,0
8381,2019-12-10,XC71,VVIF - Moderate Allocation Portfolio,0
8382,2019-03-20,ZL62,VCEP Total International Stock Select,0
8383,2020-08-17,CX21,VCEP Money Market,0
8384,2019-02-14,NL73,STAR,0
8385,2019-05-28,BZ66,VCEP Conservative Growth Select,0
8386,2019-08-27,TN68,VCEP Total Bond,0
8387,2020-02-21,LS11,VCEP Total Equity,0
8388,2020-09-16,MK83,VCEP Total Bond Select,0
8389,2020-03-24,BX99,VCEP European Stock Select,0
8390,2019-05-03,GQ39,Target Retirement 2065,0
8391,2020-03-12,NQ34,VCEP ESG International Stock Pool Standard,0
8392,2020-08-11,GD89,Institutional Target Retirement 2015,0
8393,2020-07-17,CE55,VCEP Emerging Markets Stock Select,0
8394,2019-09-04,CE55,VCEP Emerging Markets Stock Select,0
8395,2020-06-10,RV91,Target Retirement Income Trust,0
8396,2020-07-27,PJ33,Target Retirement 2015 Trust,0
8397,2019-03-29,PK73,Target Retirement 2045,0
8398,2019-07-11,MI13,VCEP Money Market Select,0
8399,2020-07-24,JS33,VCEP Balanced Pool Standard,0
8400,2019-11-22,IS98,VVIF - Total Stock Market Index,0
8401,2019-02-08,GP68,VCEP Emerging Markets Stock,0
8402,2019-02-25,ZM95,VCEP Total US Stock Select,0
8403,2020-07-06,PK73,Target Retirement 2045,0
8404,2019-03-04,ZZ55,Target Retirement 2050 Trust,0
8405,2019-07-31,OM24,Target Retirement Income,0
8406,2019-11-15,CF14,LifeStrategy Conservative Growth,0
8407,2019-10-07,AR74,Target Retirement 2020,0
8408,2019-12-24,CF14,LifeStrategy Conservative Growth,0
8409,2019-08-13,FO91,VCEP Growth Select,0
8410,2019-04-11,MS87,VCEP ESG U.S. Stock Pool Select,0
8411,2019-07-25,KD51,VVIF - Total International Stock Market Index,0
8412,2019-03-06,FO91,VCEP Growth Select,0
8413,2019-05-13,GV13,Target Retirement 2020 Trust,0
8414,2020-10-06,XC71,VVIF - Moderate Allocation Portfolio,0
8415,2020-02-21,DR43,LifeStrategy Income,0
8416,2019-11-25,SC81,Target Retirement 2030,0
8417,2020-04-29,FO91,VCEP Growth Select,0
8418,2019-12-12,OM24,Target Retirement Income,0
8419,2019-09-16,GQ39,Target Retirement 2065,0
8420,2020-01-13,CF14,LifeStrategy Conservative Growth,0
8421,2019-05-21,ZL62,VCEP Total International Stock Select,0
8422,2019-02-22,IS98,VVIF - Total Stock Market Index,0
8423,2019-07-26,ZM95,VCEP Total US Stock Select,0
8424,2019-07-31,UX52,VCEP Total Equity Select,0
8425,2020-09-15,IW95,VCEP Pacific Stock,0
8426,2020-06-12,UX52,VCEP Total Equity Select,0
8427,2020-08-05,PJ33,Target Retirement 2015 Trust,0
8428,2019-06-14,GP48,Institutional Target Retirement Income,0
8429,2019-03-15,RP13,VVIF - Conservative Allocation,0
8430,2019-03-06,GD89,Institutional Target Retirement 2015,0
8431,2020-08-04,IW95,VCEP Pacific Stock,0
8432,2020-05-04,AR74,Target Retirement 2020,0
8433,2020-03-16,GF52,Institutional Target Retirement 2020,0
8434,2019-02-11,TP59,VCEP Moderate Growth Select,0
8435,2019-07-31,MK83,VCEP Total Bond Select,0
8436,2019-08-23,VD43,Target Retirement 2055 Trust,0
8437,2019-05-24,MK83,VCEP Total Bond Select,0
8438,2020-07-08,GQ39,Target Retirement 2065,0
8439,2019-11-19,FO91,VCEP Growth Select,0
8440,2019-02-28,GO52,Institutional Target Retirement 2060,0
8441,2019-03-28,EZ71,Target Retirement 2015,0
8442,2019-09-11,AR74,Target Retirement 2020,0
8443,2020-09-25,FO91,VCEP Growth Select,0
8444,2019-08-30,ZD97,VCEP Total International Bond Pool Select,0
8445,2020-02-14,VD43,Target Retirement 2055 Trust,0
8446,2019-05-16,FO91,VCEP Growth Select,0
8447,2020-08-24,UX52,VCEP Total Equity Select,0
8448,2020-05-22,XC71,VVIF - Moderate Allocation Portfolio,0
8449,2020-05-19,GF52,Institutional Target Retirement 2020,0
8450,2019-07-23,ZL62,VCEP Total International Stock Select,0
8451,2019-02-20,GI25,Institutional Target Retirement 2045,0
8452,2019-06-18,ES45,Target Retirement 2060,0
8453,2019-03-14,ES45,Target Retirement 2060,0
8454,2019-10-03,PJ33,Target Retirement 2015 Trust,0
8455,2020-08-03,RK97,VCEP Growth,0
8456,2020-03-30,WO29,VCEP ESG Global Stock Pool Standard,0
8457,2020-01-07,RK97,VCEP Growth,0
8458,2020-02-12,GO58,Institutional Target Retirement 2065,0
8459,2019-09-17,GD89,Institutional Target Retirement 2015,0
8460,2019-07-30,DR43,LifeStrategy Income,0
8461,2019-04-25,GL58,Institutional Target Retirement 2055,0
8462,2019-10-21,XQ97,VVIF - Global Bond Index Portfolio,0
8463,2020-01-10,AZ74,VCEP Total International Bond Pool Standard,0
8464,2020-06-01,PK73,Target Retirement 2045,0
8465,2019-05-10,GX91,Target Retirement 2060 Trust,0
8466,2019-03-21,GH72,Institutional Target Retirement 2035,0
8467,2020-10-15,ID15,VCEP Income Pool Select,0
8468,2019-07-29,UX52,VCEP Total Equity Select,0
8469,2020-05-06,GV13,Target Retirement 2020 Trust,0
8470,2020-05-01,GP48,Institutional Target Retirement Income,0
8471,2020-04-22,ZL62,VCEP Total International Stock Select,0
8472,2020-08-17,IS98,VVIF - Total Stock Market Index,0
8473,2019-10-24,BJ34,Target Retirement 2045 Trust,0
8474,2019-05-17,OK18,VCEP Short-Term Bond,0
8475,2019-10-11,OK18,VCEP Short-Term Bond,0
8476,2019-08-22,GR73,Target Retirement 2065 Trust,0
8477,2019-04-01,KC47,VCEP Wellington Pool Standard,0
8478,2020-05-04,BX99,VCEP European Stock Select,0
8479,2020-04-24,MK83,VCEP Total Bond Select,0
8480,2019-12-10,LB27,Managed Payout,0
8481,2019-05-23,KD51,VVIF - Total International Stock Market Index,0
8482,2019-07-15,GQ39,Target Retirement 2065,0
8483,2020-01-29,BJ34,Target Retirement 2045 Trust,0
8484,2020-03-13,OW53,VCEP Total International Stock,0
8485,2020-08-31,GH33,Institutional Target Retirement 2030,0
8486,2020-02-12,GO52,Institutional Target Retirement 2060,0
8487,2020-07-22,DR43,LifeStrategy Income,0
8488,2020-03-16,ZZ55,Target Retirement 2050 Trust,0
8489,2019-08-19,GO52,Institutional Target Retirement 2060,0
8490,2020-02-14,ZS87,Target Retirement 2055,0
8491,2019-11-22,LS11,VCEP Total Equity,0
8492,2019-02-08,KD51,VVIF - Total International Stock Market Index,0
8493,2019-08-27,ID15,VCEP Income Pool Select,0
8494,2020-06-23,RK97,VCEP Growth,0
8495,2020-04-16,IQ22,VCEP European Stock,0
8496,2019-03-14,WQ15,LifeStrategy Growth,0
8497,2020-01-08,VD43,Target Retirement 2055 Trust,0
8498,2020-03-05,DT81,Target Retirement 2040,0
8499,2019-11-29,IS98,VVIF - Total Stock Market Index,0
8500,2019-06-28,GH72,Institutional Target Retirement 2035,0
8501,2020-03-26,VX99,VCEP Pacific Stock Select,0
8502,2019-10-25,RV91,Target Retirement Income Trust,0
8503,2019-10-28,GO58,Institutional Target Retirement 2065,0
8504,2019-11-20,GH33,Institutional Target Retirement 2030,0
8505,2020-03-04,KN63,VCEP ESG U.S. Stock Pool,0
8506,2019-07-18,MK83,VCEP Total Bond Select,0
8507,2019-01-31,GH86,Institutional Target Retirement 2040,0
8508,2019-05-28,KD51,VVIF - Total International Stock Market Index,0
8509,2019-05-07,FF72,VCEP Moderate Growth,0
8510,2020-07-15,CF48,Target Retirement 2050,0
8511,2019-09-06,HB83,VCEP Total US Stock,0
8512,2020-02-25,BA68,Target Retirement 2025 Trust,0
8513,2020-06-15,NR67,VCEP Conservative Growth,0
8514,2019-09-11,ES45,Target Retirement 2060,0
8515,2019-11-29,GV13,Target Retirement 2020 Trust,0
8516,2020-08-06,BJ34,Target Retirement 2045 Trust,0
8517,2019-10-08,NQ34,VCEP ESG International Stock Pool Standard,0
8518,2019-03-25,NQ34,VCEP ESG International Stock Pool Standard,0
8519,2020-02-25,NR67,VCEP Conservative Growth,0
8520,2019-10-29,DT81,Target Retirement 2040,0
8521,2020-09-11,JI82,Target Retirement 2040 Trust,0
8522,2020-08-18,CE55,VCEP Emerging Markets Stock Select,0
8523,2020-07-31,PJ82,Target Retirement 2030 Trust,0
8524,2019-04-02,XC71,VVIF - Moderate Allocation Portfolio,0
8525,2020-07-23,GX91,Target Retirement 2060 Trust,0
8526,2020-07-24,KC47,VCEP Wellington Pool Standard,0
8527,2019-07-08,GT42,Diversified Equity,0
8528,2019-05-23,GF79,Institutional Target Retirement 2025,0
8529,2019-01-22,RA76,Target Retirement 2035,0
8530,2020-05-18,JI82,Target Retirement 2040 Trust,0
8531,2020-10-13,UX52,VCEP Total Equity Select,0
8532,2019-03-19,SC81,Target Retirement 2030,0
8533,2020-05-18,WQ15,LifeStrategy Growth,0
8534,2020-06-18,BJ34,Target Retirement 2045 Trust,0
8535,2019-08-06,JI82,Target Retirement 2040 Trust,0
8536,2019-02-27,XC71,VVIF - Moderate Allocation Portfolio,0
8537,2020-09-04,RK97,VCEP Growth,0
8538,2020-09-23,FF72,VCEP Moderate Growth,0
8539,2019-06-21,IS98,VVIF - Total Stock Market Index,0
8540,2019-11-18,ZD97,VCEP Total International Bond Pool Select,0
8541,2020-09-14,CX21,VCEP Money Market,0
8542,2020-02-10,FO91,VCEP Growth Select,0
8543,2019-05-24,GP68,VCEP Emerging Markets Stock,0
8544,2019-10-01,GI25,Institutional Target Retirement 2045,0
8545,2020-03-30,WQ15,LifeStrategy Growth,0
8546,2019-01-17,AR74,Target Retirement 2020,0
8547,2020-04-16,GQ39,Target Retirement 2065,0
8548,2020-02-27,IS98,VVIF - Total Stock Market Index,0
8549,2019-03-29,EZ71,Target Retirement 2015,0
8550,2020-05-28,EZ71,Target Retirement 2015,0
8551,2020-04-13,CF14,LifeStrategy Conservative Growth,0
8552,2020-07-23,PJ82,Target Retirement 2030 Trust,0
8553,2019-01-17,PJ82,Target Retirement 2030 Trust,0
8554,2019-06-05,GF52,Institutional Target Retirement 2020,0
8555,2019-11-04,ZM95,VCEP Total US Stock Select,0
8556,2019-08-21,WJ68,LifeStrategy Moderate Growth,0
8557,2019-04-29,RA76,Target Retirement 2035,0
8558,2019-07-18,ZM95,VCEP Total US Stock Select,0
8559,2019-07-31,CE55,VCEP Emerging Markets Stock Select,0
8560,2019-08-05,UH89,VCEP Wellington Pool Select,0
8561,2020-09-09,GI25,Institutional Target Retirement 2045,0
8562,2019-05-16,OK18,VCEP Short-Term Bond,0
8563,2020-03-12,BU54,Target Retirement 2035 Trust,0
8564,2020-10-12,JS33,VCEP Balanced Pool Standard,0
8565,2019-12-09,RA76,Target Retirement 2035,0
8566,2020-05-19,CE55,VCEP Emerging Markets Stock Select,0
8567,2019-04-05,PK73,Target Retirement 2045,0
8568,2020-07-13,PK73,Target Retirement 2045,0
8569,2019-02-20,AR74,Target Retirement 2020,0
8570,2020-03-03,SC81,Target Retirement 2030,0
8571,2019-12-30,MI13,VCEP Money Market Select,0
8572,2019-08-07,KD51,VVIF - Total International Stock Market Index,0
8573,2019-12-05,PK73,Target Retirement 2045,0
8574,2019-01-17,ZZ55,Target Retirement 2050 Trust,0
8575,2019-04-17,HB83,VCEP Total US Stock,0
8576,2020-02-07,BU54,Target Retirement 2035 Trust,0
8577,2019-07-29,FO91,VCEP Growth Select,0
8578,2020-03-11,IQ22,VCEP European Stock,0
8579,2019-07-26,JI82,Target Retirement 2040 Trust,0
8580,2019-09-27,KD51,VVIF - Total International Stock Market Index,0
8581,2019-12-06,ZS87,Target Retirement 2055,0
8582,2019-07-30,JS33,VCEP Balanced Pool Standard,0
8583,2020-03-10,JI82,Target Retirement 2040 Trust,0
8584,2019-06-12,OW53,VCEP Total International Stock,0
8585,2020-03-20,GR73,Target Retirement 2065 Trust,0
8586,2020-03-03,CF14,LifeStrategy Conservative Growth,0
8587,2020-03-11,BA68,Target Retirement 2025 Trust,0
8588,2020-06-30,PJ33,Target Retirement 2015 Trust,0
8589,2020-02-11,GI25,Institutional Target Retirement 2045,0
8590,2019-08-23,GI25,Institutional Target Retirement 2045,0
